filepath,transcript,label
data/TESS/OAF_happy\OAF_match_happy.wav,OAF_match_happy,happy
data/TESS/OAF_happy\OAF_merge_happy.wav,OAF_merge_happy,happy
data/TESS/OAF_happy\OAF_mess_happy.wav,OAF_mess_happy,happy
data/TESS/OAF_happy\OAF_met_happy.wav,OAF_met_happy,happy
data/TESS/OAF_happy\OAF_mill_happy.wav,OAF_mill_happy,happy
data/TESS/OAF_happy\OAF_mob_happy.wav,OAF_mob_happy,happy
data/TESS/OAF_happy\OAF_mode_happy.wav,OAF_mode_happy,happy
data/TESS/OAF_happy\OAF_mood_happy.wav,OAF_mood_happy,happy
data/TESS/OAF_happy\OAF_moon_happy.wav,OAF_moon_happy,happy
data/TESS/OAF_happy\OAF_mop_happy.wav,OAF_mop_happy,happy
data/TESS/OAF_happy\OAF_mouse_happy.wav,OAF_mouse_happy,happy
data/TESS/OAF_happy\OAF_nag_happy.wav,OAF_nag_happy,happy
data/TESS/OAF_happy\OAF_name_happy.wav,OAF_name_happy,happy
data/TESS/OAF_happy\OAF_near_happy.wav,OAF_near_happy,happy
data/TESS/OAF_happy\OAF_neat_happy.wav,OAF_neat_happy,happy
data/TESS/OAF_happy\OAF_nice_happy.wav,OAF_nice_happy,happy
data/TESS/OAF_happy\OAF_note_happy.wav,OAF_note_happy,happy
data/TESS/OAF_happy\OAF_numb_happy.wav,OAF_numb_happy,happy
data/TESS/OAF_happy\OAF_pad_happy.wav,OAF_pad_happy,happy
data/TESS/OAF_happy\OAF_page_happy.wav,OAF_page_happy,happy
data/TESS/OAF_happy\OAF_pain_happy.wav,OAF_pain_happy,happy
data/TESS/OAF_happy\OAF_pass_happy.wav,OAF_pass_happy,happy
data/TESS/OAF_happy\OAF_pearl_happy.wav,OAF_pearl_happy,happy
data/TESS/OAF_happy\OAF_peg_happy.wav,OAF_peg_happy,happy
data/TESS/OAF_happy\OAF_perch_happy.wav,OAF_perch_happy,happy
data/TESS/OAF_happy\OAF_phone_happy.wav,OAF_phone_happy,happy
data/TESS/OAF_happy\OAF_pick_happy.wav,OAF_pick_happy,happy
data/TESS/OAF_happy\OAF_pike_happy.wav,OAF_pike_happy,happy
data/TESS/OAF_happy\OAF_pole_happy.wav,OAF_pole_happy,happy
data/TESS/OAF_happy\OAF_pool_happy.wav,OAF_pool_happy,happy
data/TESS/OAF_happy\OAF_puff_happy.wav,OAF_puff_happy,happy
data/TESS/OAF_happy\OAF_rag_happy.wav,OAF_rag_happy,happy
data/TESS/OAF_happy\OAF_raid_happy.wav,OAF_raid_happy,happy
data/TESS/OAF_happy\OAF_rain_happy.wav,OAF_rain_happy,happy
data/TESS/OAF_happy\OAF_raise_happy.wav,OAF_raise_happy,happy
data/TESS/OAF_happy\OAF_rat_happy.wav,OAF_rat_happy,happy
data/TESS/OAF_happy\OAF_reach_happy.wav,OAF_reach_happy,happy
data/TESS/OAF_happy\OAF_read_happy.wav,OAF_read_happy,happy
data/TESS/OAF_happy\OAF_red_happy.wav,OAF_red_happy,happy
data/TESS/OAF_happy\OAF_ring_happy.wav,OAF_ring_happy,happy
data/TESS/OAF_happy\OAF_ripe_happy.wav,OAF_ripe_happy,happy
data/TESS/OAF_happy\OAF_road_happy.wav,OAF_road_happy,happy
data/TESS/OAF_happy\OAF_room_happy.wav,OAF_room_happy,happy
data/TESS/OAF_happy\OAF_rose_happy.wav,OAF_rose_happy,happy
data/TESS/OAF_happy\OAF_rot_happy.wav,OAF_rot_happy,happy
data/TESS/OAF_happy\OAF_rough_happy.wav,OAF_rough_happy,happy
data/TESS/OAF_happy\OAF_rush_happy.wav,OAF_rush_happy,happy
data/TESS/OAF_happy\OAF_said_happy.wav,OAF_said_happy,happy
data/TESS/OAF_happy\OAF_sail_happy.wav,OAF_sail_happy,happy
data/TESS/OAF_happy\OAF_search_happy.wav,OAF_search_happy,happy
data/TESS/OAF_happy\OAF_seize_happy.wav,OAF_seize_happy,happy
data/TESS/OAF_happy\OAF_sell_happy.wav,OAF_sell_happy,happy
data/TESS/OAF_happy\OAF_shack_happy.wav,OAF_shack_happy,happy
data/TESS/OAF_happy\OAF_shall_happy.wav,OAF_shall_happy,happy
data/TESS/OAF_happy\OAF_shawl_happy.wav,OAF_shawl_happy,happy
data/TESS/OAF_happy\OAF_sheep_happy.wav,OAF_sheep_happy,happy
data/TESS/OAF_happy\OAF_shirt_happy.wav,OAF_shirt_happy,happy
data/TESS/OAF_happy\OAF_should_happy.wav,OAF_should_happy,happy
data/TESS/OAF_happy\OAF_shout_happy.wav,OAF_shout_happy,happy
data/TESS/OAF_happy\OAF_size_happy.wav,OAF_size_happy,happy
data/TESS/OAF_happy\OAF_soap_happy.wav,OAF_soap_happy,happy
data/TESS/OAF_happy\OAF_soup_happy.wav,OAF_soup_happy,happy
data/TESS/OAF_happy\OAF_sour_happy.wav,OAF_sour_happy,happy
data/TESS/OAF_happy\OAF_south_happy.wav,OAF_south_happy,happy
data/TESS/OAF_happy\OAF_sub_happy.wav,OAF_sub_happy,happy
data/TESS/OAF_happy\OAF_such_happy.wav,OAF_such_happy,happy
data/TESS/OAF_happy\OAF_sure_happy.wav,OAF_sure_happy,happy
data/TESS/OAF_happy\OAF_take_happy.wav,OAF_take_happy,happy
data/TESS/OAF_happy\OAF_talk_happy.wav,OAF_talk_happy,happy
data/TESS/OAF_happy\OAF_tape_happy.wav,OAF_tape_happy,happy
data/TESS/OAF_happy\OAF_team_happy.wav,OAF_team_happy,happy
data/TESS/OAF_happy\OAF_tell_happy.wav,OAF_tell_happy,happy
data/TESS/OAF_happy\OAF_thin_happy.wav,OAF_thin_happy,happy
data/TESS/OAF_happy\OAF_third_happy.wav,OAF_third_happy,happy
data/TESS/OAF_happy\OAF_thought_happy.wav,OAF_thought_happy,happy
data/TESS/OAF_happy\OAF_thumb_happy.wav,OAF_thumb_happy,happy
data/TESS/OAF_happy\OAF_time_happy.wav,OAF_time_happy,happy
data/TESS/OAF_happy\OAF_tip_happy.wav,OAF_tip_happy,happy
data/TESS/OAF_happy\OAF_tire_happy.wav,OAF_tire_happy,happy
data/TESS/OAF_happy\OAF_ton_happy.wav,OAF_ton_happy,happy
data/TESS/OAF_happy\OAF_tool_happy.wav,OAF_tool_happy,happy
data/TESS/OAF_happy\OAF_tough_happy.wav,OAF_tough_happy,happy
data/TESS/OAF_happy\OAF_turn_happy.wav,OAF_turn_happy,happy
data/TESS/OAF_happy\OAF_vine_happy.wav,OAF_vine_happy,happy
data/TESS/OAF_happy\OAF_voice_happy.wav,OAF_voice_happy,happy
data/TESS/OAF_happy\OAF_void_happy.wav,OAF_void_happy,happy
data/TESS/OAF_happy\OAF_vote_happy.wav,OAF_vote_happy,happy
data/TESS/OAF_happy\OAF_wag_happy.wav,OAF_wag_happy,happy
data/TESS/OAF_happy\OAF_walk_happy.wav,OAF_walk_happy,happy
data/TESS/OAF_happy\OAF_wash_happy.wav,OAF_wash_happy,happy
data/TESS/OAF_happy\OAF_week_happy.wav,OAF_week_happy,happy
data/TESS/OAF_happy\OAF_wheat_happy.wav,OAF_wheat_happy,happy
data/TESS/OAF_happy\OAF_when_happy.wav,OAF_when_happy,happy
data/TESS/OAF_happy\OAF_which_happy.wav,OAF_which_happy,happy
data/TESS/OAF_happy\OAF_whip_happy.wav,OAF_whip_happy,happy
data/TESS/OAF_happy\OAF_white_happy.wav,OAF_white_happy,happy
data/TESS/OAF_happy\OAF_wife_happy.wav,OAF_wife_happy,happy
data/TESS/OAF_happy\OAF_wire_happy.wav,OAF_wire_happy,happy
data/TESS/OAF_happy\OAF_witch_happy.wav,OAF_witch_happy,happy
data/TESS/OAF_happy\OAF_yearn_happy.wav,OAF_yearn_happy,happy
data/TESS/OAF_happy\OAF_yes_happy.wav,OAF_yes_happy,happy
data/TESS/OAF_happy\OAF_young_happy.wav,OAF_young_happy,happy
data/TESS/OAF_happy\OAF_youth_happy.wav,OAF_youth_happy,happy
data/TESS/OAF_neutral\OAF_back_neutral.wav,OAF_back_neutral,neutral
data/TESS/OAF_neutral\OAF_bar_neutral.wav,OAF_bar_neutral,neutral
data/TESS/OAF_neutral\OAF_base_neutral.wav,OAF_base_neutral,neutral
data/TESS/OAF_neutral\OAF_bath_neutral.wav,OAF_bath_neutral,neutral
data/TESS/OAF_neutral\OAF_bean_neutral.wav,OAF_bean_neutral,neutral
data/TESS/OAF_neutral\OAF_beg_neutral.wav,OAF_beg_neutral,neutral
data/TESS/OAF_neutral\OAF_boat_neutral.wav,OAF_boat_neutral,neutral
data/TESS/OAF_neutral\OAF_bone_neutral.wav,OAF_bone_neutral,neutral
data/TESS/OAF_neutral\OAF_book_neutral.wav,OAF_book_neutral,neutral
data/TESS/OAF_neutral\OAF_bought_neutral.wav,OAF_bought_neutral,neutral
data/TESS/OAF_neutral\OAF_burn_neutral.wav,OAF_burn_neutral,neutral
data/TESS/OAF_neutral\OAF_cab_neutral.wav,OAF_cab_neutral,neutral
data/TESS/OAF_neutral\OAF_calm_neutral.wav,OAF_calm_neutral,neutral
data/TESS/OAF_neutral\OAF_came_neutral.wav,OAF_came_neutral,neutral
data/TESS/OAF_neutral\OAF_cause_neutral.wav,OAF_cause_neutral,neutral
data/TESS/OAF_neutral\OAF_chain_neutral.wav,OAF_chain_neutral,neutral
data/TESS/OAF_neutral\OAF_chair_neutral.wav,OAF_chair_neutral,neutral
data/TESS/OAF_neutral\OAF_chalk_neutral.wav,OAF_chalk_neutral,neutral
data/TESS/OAF_neutral\OAF_chat_neutral.wav,OAF_chat_neutral,neutral
data/TESS/OAF_neutral\OAF_check_neutral.wav,OAF_check_neutral,neutral
data/TESS/OAF_neutral\OAF_cheek_neutral.wav,OAF_cheek_neutral,neutral
data/TESS/OAF_neutral\OAF_chief_neutral.wav,OAF_chief_neutral,neutral
data/TESS/OAF_neutral\OAF_choice_neutral.wav,OAF_choice_neutral,neutral
data/TESS/OAF_neutral\OAF_cool_neutral.wav,OAF_cool_neutral,neutral
data/TESS/OAF_neutral\OAF_dab_neutral.wav,OAF_dab_neutral,neutral
data/TESS/OAF_neutral\OAF_date_neutral.wav,OAF_date_neutral,neutral
data/TESS/OAF_neutral\OAF_dead_neutral.wav,OAF_dead_neutral,neutral
data/TESS/OAF_neutral\OAF_death_neutral.wav,OAF_death_neutral,neutral
data/TESS/OAF_neutral\OAF_deep_neutral.wav,OAF_deep_neutral,neutral
data/TESS/OAF_neutral\OAF_dime_neutral.wav,OAF_dime_neutral,neutral
data/TESS/OAF_neutral\OAF_dip_neutral.wav,OAF_dip_neutral,neutral
data/TESS/OAF_neutral\OAF_ditch_neutral.wav,OAF_ditch_neutral,neutral
data/TESS/OAF_neutral\OAF_dodge_neutral.wav,OAF_dodge_neutral,neutral
data/TESS/OAF_neutral\OAF_dog_neutral.wav,OAF_dog_neutral,neutral
data/TESS/OAF_neutral\OAF_doll_neutral.wav,OAF_doll_neutral,neutral
data/TESS/OAF_neutral\OAF_door_neutral.wav,OAF_door_neutral,neutral
data/TESS/OAF_neutral\OAF_fail_neutral.wav,OAF_fail_neutral,neutral
data/TESS/OAF_neutral\OAF_fall_neutral.wav,OAF_fall_neutral,neutral
data/TESS/OAF_neutral\OAF_far_neutral.wav,OAF_far_neutral,neutral
data/TESS/OAF_neutral\OAF_fat_neutral.wav,OAF_fat_neutral,neutral
data/TESS/OAF_neutral\OAF_fit_neutral.wav,OAF_fit_neutral,neutral
data/TESS/OAF_neutral\OAF_five_neutral.wav,OAF_five_neutral,neutral
data/TESS/OAF_neutral\OAF_food_neutral.wav,OAF_food_neutral,neutral
data/TESS/OAF_neutral\OAF_gap_neutral.wav,OAF_gap_neutral,neutral
data/TESS/OAF_neutral\OAF_gas_neutral.wav,OAF_gas_neutral,neutral
data/TESS/OAF_neutral\OAF_gaze_neutral.wav,OAF_gaze_neutral,neutral
data/TESS/OAF_neutral\OAF_germ_neutral.wav,OAF_germ_neutral,neutral
data/TESS/OAF_neutral\OAF_get_neutral.wav,OAF_get_neutral,neutral
data/TESS/OAF_neutral\OAF_gin_neutral.wav,OAF_gin_neutral,neutral
data/TESS/OAF_neutral\OAF_goal_neutral.wav,OAF_goal_neutral,neutral
data/TESS/OAF_neutral\OAF_good_neutral.wav,OAF_good_neutral,neutral
data/TESS/OAF_neutral\OAF_goose_neutral.wav,OAF_goose_neutral,neutral
data/TESS/OAF_neutral\OAF_gun_neutral.wav,OAF_gun_neutral,neutral
data/TESS/OAF_neutral\OAF_half_neutral.wav,OAF_half_neutral,neutral
data/TESS/OAF_neutral\OAF_hall_neutral.wav,OAF_hall_neutral,neutral
data/TESS/OAF_neutral\OAF_hash_neutral.wav,OAF_hash_neutral,neutral
data/TESS/OAF_neutral\OAF_hate_neutral.wav,OAF_hate_neutral,neutral
data/TESS/OAF_neutral\OAF_have_neutral.wav,OAF_have_neutral,neutral
data/TESS/OAF_neutral\OAF_haze_neutral.wav,OAF_haze_neutral,neutral
data/TESS/OAF_neutral\OAF_hire_neutral.wav,OAF_hire_neutral,neutral
data/TESS/OAF_neutral\OAF_hit_neutral.wav,OAF_hit_neutral,neutral
data/TESS/OAF_neutral\OAF_hole_neutral.wav,OAF_hole_neutral,neutral
data/TESS/OAF_neutral\OAF_home_neutral.wav,OAF_home_neutral,neutral
data/TESS/OAF_neutral\OAF_hurl_neutral.wav,OAF_hurl_neutral,neutral
data/TESS/OAF_neutral\OAF_hush_neutral.wav,OAF_hush_neutral,neutral
data/TESS/OAF_neutral\OAF_jail_neutral.wav,OAF_jail_neutral,neutral
data/TESS/OAF_neutral\OAF_jar_neutral.wav,OAF_jar_neutral,neutral
data/TESS/OAF_neutral\OAF_join_neutral.wav,OAF_join_neutral,neutral
data/TESS/OAF_neutral\OAF_judge_neutral.wav,OAF_judge_neutral,neutral
data/TESS/OAF_neutral\OAF_jug_neutral.wav,OAF_jug_neutral,neutral
data/TESS/OAF_neutral\OAF_juice_neutral.wav,OAF_juice_neutral,neutral
data/TESS/OAF_neutral\OAF_keen_neutral.wav,OAF_keen_neutral,neutral
data/TESS/OAF_neutral\OAF_keep_neutral.wav,OAF_keep_neutral,neutral
data/TESS/OAF_neutral\OAF_keg_neutral.wav,OAF_keg_neutral,neutral
data/TESS/OAF_neutral\OAF_kick_neutral.wav,OAF_kick_neutral,neutral
data/TESS/OAF_neutral\OAF_kill_neutral.wav,OAF_kill_neutral,neutral
data/TESS/OAF_neutral\OAF_king_neutral.wav,OAF_king_neutral,neutral
data/TESS/OAF_neutral\OAF_kite_neutral.wav,OAF_kite_neutral,neutral
data/TESS/OAF_neutral\OAF_knock_neutral.wav,OAF_knock_neutral,neutral
data/TESS/OAF_neutral\OAF_late_neutral.wav,OAF_late_neutral,neutral
data/TESS/OAF_neutral\OAF_laud_neutral.wav,OAF_laud_neutral,neutral
data/TESS/OAF_neutral\OAF_lean_neutral.wav,OAF_lean_neutral,neutral
data/TESS/OAF_neutral\OAF_learn_neutral.wav,OAF_learn_neutral,neutral
data/TESS/OAF_neutral\OAF_lease_neutral.wav,OAF_lease_neutral,neutral
data/TESS/OAF_neutral\OAF_lid_neutral.wav,OAF_lid_neutral,neutral
data/TESS/OAF_neutral\OAF_life_neutral.wav,OAF_life_neutral,neutral
data/TESS/OAF_neutral\OAF_limb_neutral.wav,OAF_limb_neutral,neutral
data/TESS/OAF_neutral\OAF_live_neutral.wav,OAF_live_neutral,neutral
data/TESS/OAF_neutral\OAF_loaf_neutral.wav,OAF_loaf_neutral,neutral
data/TESS/OAF_neutral\OAF_long_neutral.wav,OAF_long_neutral,neutral
data/TESS/OAF_neutral\OAF_lore_neutral.wav,OAF_lore_neutral,neutral
data/TESS/OAF_neutral\OAF_lose_neutral.wav,OAF_lose_neutral,neutral
data/TESS/OAF_neutral\OAF_lot_neutral.wav,OAF_lot_neutral,neutral
data/TESS/OAF_neutral\OAF_love_neutral.wav,OAF_love_neutral,neutral
data/TESS/OAF_neutral\OAF_luck_neutral.wav,OAF_luck_neutral,neutral
data/TESS/OAF_neutral\OAF_make_neutral.wav,OAF_make_neutral,neutral
data/TESS/OAF_neutral\OAF_match_neutral.wav,OAF_match_neutral,neutral
data/TESS/OAF_neutral\OAF_merge_neutral.wav,OAF_merge_neutral,neutral
data/TESS/OAF_neutral\OAF_mess_neutral.wav,OAF_mess_neutral,neutral
data/TESS/OAF_neutral\OAF_met_neutral.wav,OAF_met_neutral,neutral
data/TESS/OAF_neutral\OAF_mill_neutral.wav,OAF_mill_neutral,neutral
data/TESS/OAF_neutral\OAF_mob_neutral.wav,OAF_mob_neutral,neutral
data/TESS/OAF_neutral\OAF_mode_neutral.wav,OAF_mode_neutral,neutral
data/TESS/OAF_neutral\OAF_mood_neutral.wav,OAF_mood_neutral,neutral
data/TESS/OAF_neutral\OAF_moon_neutral.wav,OAF_moon_neutral,neutral
data/TESS/OAF_neutral\OAF_mop_neutral.wav,OAF_mop_neutral,neutral
data/TESS/OAF_neutral\OAF_mouse_neutral.wav,OAF_mouse_neutral,neutral
data/TESS/OAF_neutral\OAF_nag_neutral.wav,OAF_nag_neutral,neutral
data/TESS/OAF_neutral\OAF_name_neutral.wav,OAF_name_neutral,neutral
data/TESS/OAF_neutral\OAF_near_neutral.wav,OAF_near_neutral,neutral
data/TESS/OAF_neutral\OAF_neat_neutral.wav,OAF_neat_neutral,neutral
data/TESS/OAF_neutral\OAF_nice_neutral.wav,OAF_nice_neutral,neutral
data/TESS/OAF_neutral\OAF_note_neutral.wav,OAF_note_neutral,neutral
data/TESS/OAF_neutral\OAF_numb_neutral.wav,OAF_numb_neutral,neutral
data/TESS/OAF_neutral\OAF_pad_neutral.wav,OAF_pad_neutral,neutral
data/TESS/OAF_neutral\OAF_page_neutral.wav,OAF_page_neutral,neutral
data/TESS/OAF_neutral\OAF_pain_neutral.wav,OAF_pain_neutral,neutral
data/TESS/OAF_neutral\OAF_pass_neutral.wav,OAF_pass_neutral,neutral
data/TESS/OAF_neutral\OAF_pearl_neutral.wav,OAF_pearl_neutral,neutral
data/TESS/OAF_neutral\OAF_peg_neutral.wav,OAF_peg_neutral,neutral
data/TESS/OAF_neutral\OAF_perch_neutral.wav,OAF_perch_neutral,neutral
data/TESS/OAF_neutral\OAF_phone_neutral.wav,OAF_phone_neutral,neutral
data/TESS/OAF_neutral\OAF_pick_neutral.wav,OAF_pick_neutral,neutral
data/TESS/OAF_neutral\OAF_pike_neutral.wav,OAF_pike_neutral,neutral
data/TESS/OAF_neutral\OAF_pole_neutral.wav,OAF_pole_neutral,neutral
data/TESS/OAF_neutral\OAF_pool_neutral.wav,OAF_pool_neutral,neutral
data/TESS/OAF_neutral\OAF_puff_neutral.wav,OAF_puff_neutral,neutral
data/TESS/OAF_neutral\OAF_rag_neutral.wav,OAF_rag_neutral,neutral
data/TESS/OAF_neutral\OAF_raid_neutral.wav,OAF_raid_neutral,neutral
data/TESS/OAF_neutral\OAF_rain_neutral.wav,OAF_rain_neutral,neutral
data/TESS/OAF_neutral\OAF_raise_neutral.wav,OAF_raise_neutral,neutral
data/TESS/OAF_neutral\OAF_rat_neutral.wav,OAF_rat_neutral,neutral
data/TESS/OAF_neutral\OAF_reach_neutral.wav,OAF_reach_neutral,neutral
data/TESS/OAF_neutral\OAF_read_neutral.wav,OAF_read_neutral,neutral
data/TESS/OAF_neutral\OAF_red_neutral.wav,OAF_red_neutral,neutral
data/TESS/OAF_neutral\OAF_ring_neutral.wav,OAF_ring_neutral,neutral
data/TESS/OAF_neutral\OAF_ripe_neutral.wav,OAF_ripe_neutral,neutral
data/TESS/OAF_neutral\OAF_road_neutral.wav,OAF_road_neutral,neutral
data/TESS/OAF_neutral\OAF_room_neutral.wav,OAF_room_neutral,neutral
data/TESS/OAF_neutral\OAF_rose_neutral.wav,OAF_rose_neutral,neutral
data/TESS/OAF_neutral\OAF_rot_neutral.wav,OAF_rot_neutral,neutral
data/TESS/OAF_neutral\OAF_rough_neutral.wav,OAF_rough_neutral,neutral
data/TESS/OAF_neutral\OAF_rush_neutral.wav,OAF_rush_neutral,neutral
data/TESS/OAF_neutral\OAF_said_neutral.wav,OAF_said_neutral,neutral
data/TESS/OAF_neutral\OAF_sail_neutral.wav,OAF_sail_neutral,neutral
data/TESS/OAF_neutral\OAF_search_neutral.wav,OAF_search_neutral,neutral
data/TESS/OAF_neutral\OAF_seize_neutral.wav,OAF_seize_neutral,neutral
data/TESS/OAF_neutral\OAF_sell_neutral.wav,OAF_sell_neutral,neutral
data/TESS/OAF_neutral\OAF_shack_neutral.wav,OAF_shack_neutral,neutral
data/TESS/OAF_neutral\OAF_shall_neutral.wav,OAF_shall_neutral,neutral
data/TESS/OAF_neutral\OAF_shawl_neutral.wav,OAF_shawl_neutral,neutral
data/TESS/OAF_neutral\OAF_sheep_neutral.wav,OAF_sheep_neutral,neutral
data/TESS/OAF_neutral\OAF_shirt_neutral.wav,OAF_shirt_neutral,neutral
data/TESS/OAF_neutral\OAF_should_neutral.wav,OAF_should_neutral,neutral
data/TESS/OAF_neutral\OAF_shout_neutral.wav,OAF_shout_neutral,neutral
data/TESS/OAF_neutral\OAF_size_neutral.wav,OAF_size_neutral,neutral
data/TESS/OAF_neutral\OAF_soap_neutral.wav,OAF_soap_neutral,neutral
data/TESS/OAF_neutral\OAF_soup_neutral.wav,OAF_soup_neutral,neutral
data/TESS/OAF_neutral\OAF_sour_neutral.wav,OAF_sour_neutral,neutral
data/TESS/OAF_neutral\OAF_south_neutral.wav,OAF_south_neutral,neutral
data/TESS/OAF_neutral\OAF_sub_neutral.wav,OAF_sub_neutral,neutral
data/TESS/OAF_neutral\OAF_such_neutral.wav,OAF_such_neutral,neutral
data/TESS/OAF_neutral\OAF_sure_neutral.wav,OAF_sure_neutral,neutral
data/TESS/OAF_neutral\OAF_take_neutral.wav,OAF_take_neutral,neutral
data/TESS/OAF_neutral\OAF_talk_neutral.wav,OAF_talk_neutral,neutral
data/TESS/OAF_neutral\OAF_tape_neutral.wav,OAF_tape_neutral,neutral
data/TESS/OAF_neutral\OAF_team_neutral.wav,OAF_team_neutral,neutral
data/TESS/OAF_neutral\OAF_tell_neutral.wav,OAF_tell_neutral,neutral
data/TESS/OAF_neutral\OAF_thin_neutral.wav,OAF_thin_neutral,neutral
data/TESS/OAF_neutral\OAF_third_neutral.wav,OAF_third_neutral,neutral
data/TESS/OAF_neutral\OAF_thought_neutral.wav,OAF_thought_neutral,neutral
data/TESS/OAF_neutral\OAF_thumb_neutral.wav,OAF_thumb_neutral,neutral
data/TESS/OAF_neutral\OAF_time_neutral.wav,OAF_time_neutral,neutral
data/TESS/OAF_neutral\OAF_tip_neutral.wav,OAF_tip_neutral,neutral
data/TESS/OAF_neutral\OAF_tire_neutral.wav,OAF_tire_neutral,neutral
data/TESS/OAF_neutral\OAF_ton_neutral.wav,OAF_ton_neutral,neutral
data/TESS/OAF_neutral\OAF_tool_neutral.wav,OAF_tool_neutral,neutral
data/TESS/OAF_neutral\OAF_tough_neutral.wav,OAF_tough_neutral,neutral
data/TESS/OAF_neutral\OAF_turn_neutral.wav,OAF_turn_neutral,neutral
data/TESS/OAF_neutral\OAF_vine_neutral.wav,OAF_vine_neutral,neutral
data/TESS/OAF_neutral\OAF_voice_neutral.wav,OAF_voice_neutral,neutral
data/TESS/OAF_neutral\OAF_void_neutral.wav,OAF_void_neutral,neutral
data/TESS/OAF_neutral\OAF_vote_neutral.wav,OAF_vote_neutral,neutral
data/TESS/OAF_neutral\OAF_wag_neutral.wav,OAF_wag_neutral,neutral
data/TESS/OAF_neutral\OAF_walk_neutral.wav,OAF_walk_neutral,neutral
data/TESS/OAF_neutral\OAF_wash_neutral.wav,OAF_wash_neutral,neutral
data/TESS/OAF_neutral\OAF_week_neutral.wav,OAF_week_neutral,neutral
data/TESS/OAF_neutral\OAF_wheat_neutral.wav,OAF_wheat_neutral,neutral
data/TESS/OAF_neutral\OAF_when_neutral.wav,OAF_when_neutral,neutral
data/TESS/OAF_neutral\OAF_which_neutral.wav,OAF_which_neutral,neutral
data/TESS/OAF_neutral\OAF_whip_neutral.wav,OAF_whip_neutral,neutral
data/TESS/OAF_neutral\OAF_white_neutral.wav,OAF_white_neutral,neutral
data/TESS/OAF_neutral\OAF_wife_neutral.wav,OAF_wife_neutral,neutral
data/TESS/OAF_neutral\OAF_wire_neutral.wav,OAF_wire_neutral,neutral
data/TESS/OAF_neutral\OAF_witch_neutral.wav,OAF_witch_neutral,neutral
data/TESS/OAF_neutral\OAF_yearn_neutral.wav,OAF_yearn_neutral,neutral
data/TESS/OAF_neutral\OAF_yes_neutral.wav,OAF_yes_neutral,neutral
data/TESS/OAF_neutral\OAF_young_neutral.wav,OAF_young_neutral,neutral
data/TESS/OAF_neutral\OAF_youth_neutral.wav,OAF_youth_neutral,neutral
data/TESS/OAF_neutral\OA_bite_neutral.wav,OA_bite_neutral,neutral
data/TESS/OAF_Pleasant_surprise\OAF_back_ps.wav,OAF_back_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bar_ps.wav,OAF_bar_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_base_ps.wav,OAF_base_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bath_ps.wav,OAF_bath_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bean_ps.wav,OAF_bean_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_beg_ps.wav,OAF_beg_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bite_ps.wav,OAF_bite_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_boat_ps.wav,OAF_boat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bone_ps.wav,OAF_bone_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_book_ps.wav,OAF_book_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_bought_ps.wav,OAF_bought_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_burn_ps.wav,OAF_burn_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_cab_ps.wav,OAF_cab_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_calm_ps.wav,OAF_calm_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_came_ps.wav,OAF_came_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_cause_ps.wav,OAF_cause_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_chain_ps.wav,OAF_chain_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_chair_ps.wav,OAF_chair_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_chalk_ps.wav,OAF_chalk_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_chat_ps.wav,OAF_chat_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_check_ps.wav,OAF_check_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_cheek_ps.wav,OAF_cheek_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_chief_ps.wav,OAF_chief_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_choice_ps.wav,OAF_choice_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_cool_ps.wav,OAF_cool_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_dab_ps.wav,OAF_dab_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_date_ps.wav,OAF_date_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_dead_ps.wav,OAF_dead_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_death_ps.wav,OAF_death_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_deep_ps.wav,OAF_deep_ps,surprise
data/TESS/OAF_Pleasant_surprise\OAF_dime_ps.wav,OAF_dime_ps,surprise
